1;0;5519.00;9.70;779.00;0.00;1.24
2;0;5408.99;9.70;1660.00;0.00;1.32
3;0;3725.00;9.72;1018.00;0.00;1.44
4;0;2889.00;14.52;185.00;0.00;1.56
5;0;3043.00;9.70;1363.00;0.00;0.32
6;0;3469.00;9.70;1204.00;0.00;0.56
7;0;5526.00;9.70;180.00;0.00;1.40
8;0;4966.00;11.20;505.00;0.00;1.24
9;0;5263.00;9.70;1425.00;0.00;1.32
10;0;2860.00;9.70;1403.00;0.00;0.36
11;0;5488.00;9.70;1455.00;0.00;1.52
12;0;2627.00;9.70;1933.00;0.00;0.96
13;0;2148.00;10.10;352.00;0.00;1.80
14;0;2350.00;12.35;178.00;0.00;1.16
15;0;585.00;9.70;1683.00;0.00;1.44
16;0;2145.00;9.70;885.00;0.00;1.52
17;0;2273.00;9.70;1257.00;0.00;1.20
18;0;2679.00;9.70;1792.00;0.00;0.32
19;0;5310.00;9.70;1722.00;0.00;1.24
20;0;2768.00;9.75;849.00;0.00;0.40
21;0;2099.00;9.70;729.00;0.00;1.48
22;0;4046.00;9.70;295.00;0.00;1.48
23;0;4338.00;9.70;524.00;0.00;1.56
24;0;1853.00;9.70;551.00;0.00;1.72
25;0;1692.00;9.50;1383.00;0.00;0.88
26;0;2954.00;9.70;1676.00;0.00;0.40
27;0;1180.00;9.70;2006.00;0.00;1.32
28;0;2075.00;10.15;274.00;0.00;1.16
29;0;2192.00;9.70;1155.00;0.00;1.04
30;0;5327.00;9.70;1049.00;0.00;1.24
31;0;2717.00;9.70;1714.00;0.00;0.36
32;0;3548.00;10.50;596.00;0.00;1.24
33;0;2864.00;9.70;1363.00;0.00;0.32
34;0;3724.00;9.72;599.00;0.00;1.48
35;0;3250.00;10.20;434.00;0.00;0.32
36;0;5159.00;9.70;933.00;0.00;1.28
37;0;2236.00;9.72;459.00;0.00;1.28
38;0;3881.00;9.70;537.00;0.00;1.16
39;0;3679.00;9.70;1604.00;0.00;1.52
40;0;5420.00;9.70;807.00;0.00;1.04
41;0;3055.00;9.70;1344.00;0.00;0.28
42;0;2231.00;9.70;1298.00;0.00;1.36
43;0;4222.00;9.70;1248.00;0.00;1.36
44;0;1398.00;9.70;1146.00;0.00;1.64
45;0;2034.00;9.70;704.00;0.00;1.36
46;0;5514.00;9.70;613.00;0.00;1.16
47;0;718.00;9.70;2027.00;0.00;1.00
48;0;2396.00;10.00;517.00;0.00;0.76
49;0;3446.00;11.35;253.00;0.00;1.48
50;0;1619.00;9.70;469.00;0.00;1.40
51;0;4040.00;9.70;1041.00;0.00;1.32
52;0;5383.00;9.75;665.00;0.00;1.20
53;0;4322.00;9.70;119.00;0.00;1.24
54;0;4657.00;9.70;1152.00;0.00;1.28
55;0;4083.00;9.70;136.00;0.00;1.60
56;0;2375.00;9.70;1413.00;0.00;0.48
57;0;2110.00;9.70;223.00;0.00;1.36
58;0;1206.00;9.70;161.00;0.00;1.52
59;0;538.00;9.70;1571.00;0.00;1.28
60;0;2714.00;10.97;437.00;0.00;0.20
61;0;3923.00;9.70;116.00;0.00;1.16
62;0;3595.00;9.70;1652.00;0.00;1.64
63;0;1690.00;9.70;518.00;0.00;1.44
64;0;3148.00;9.70;1990.00;0.00;0.72
65;0;1961.00;9.70;919.00;0.00;1.08
66;0;5452.00;9.70;1345.00;0.00;1.36
67;0;4109.00;9.70;1453.00;0.00;1.40
68;0;452.00;9.70;1883.00;0.00;1.40
69;0;1561.00;9.70;711.00;0.00;1.36
70;0;4778.00;10.62;788.00;0.00;1.40
71;0;4245.00;9.70;179.00;0.00;1.48
72;0;5416.00;9.70;1389.00;0.00;1.40
73;0;5580.99;9.70;1060.00;0.00;1.44
74;0;2826.00;9.92;1014.00;0.00;0.36
75;0;4763.00;9.70;1352.00;0.00;1.28
76;0;2754.00;9.70;1029.00;0.00;0.28
77;0;2471.00;9.70;456.00;0.00;0.64
78;0;1969.00;10.37;229.00;0.00;1.44
79;0;1757.00;9.70;979.00;0.00;1.16
80;0;4722.00;10.05;224.00;0.00;0.96
81;0;1542.00;9.70;458.00;0.00;1.24
82;0;3552.00;10.60;262.00;0.00;1.12
83;0;4354.00;9.70;1044.00;0.00;1.80
84;0;3926.00;9.70;22.00;0.00;1.00
85;0;5567.00;9.70;1533.00;0.00;1.36
86;0;2362.00;9.70;961.00;0.00;0.36
87;0;3549.00;9.70;1709.00;0.00;1.44
88;0;4584.00;10.37;766.00;0.00;1.24
89;0;1307.00;9.70;1217.00;0.00;1.32
90;0;4642.00;10.97;354.00;0.00;1.36
91;0;1314.00;9.70;270.00;0.00;0.96
92;0;1431.00;9.70;1361.00;0.00;1.28
93;0;985.00;9.70;1492.00;0.00;1.40
94;0;3805.00;9.70;1562.00;0.00;1.36
95;0;3868.00;9.70;55.00;0.00;1.16
96;0;4374.00;9.70;2028.00;0.00;1.00
97;0;1464.00;9.70;785.00;0.00;1.76
98;0;2787.00;10.70;538.00;0.00;0.36
99;0;4846.00;9.70;1720.00;0.00;1.12
100;0;4416.00;9.70;448.00;0.00;1.36
101;0;3827.00;9.70;1486.00;0.00;1.28
102;0;2155.00;9.70;938.00;0.00;1.44
103;0;1258.00;9.72;620.00;0.00;1.20
104;0;4744.00;9.70;1891.00;0.00;1.56
105;0;2909.00;9.70;1779.00;0.00;0.40
106;0;2231.00;9.75;773.00;0.00;0.44
107;0;5427.00;9.70;1118.00;0.00;1.28
108;0;2398.00;9.70;987.00;0.00;0.48
109;0;1907.00;9.70;130.00;0.00;1.24
110;0;5132.00;9.70;1932.00;0.00;1.28
111;0;3518.00;9.70;1166.00;0.00;1.00
112;0;1909.00;9.70;61.00;0.00;1.16
113;0;5619.00;9.70;536.00;0.00;0.60
114;0;4277.00;9.70;1351.00;0.00;1.16
115;0;965.00;9.95;1574.00;0.00;1.32
116;0;2249.00;11.20;133.00;0.00;1.48
117;0;2776.00;14.70;18.00;0.00;0.92
118;0;1258.00;9.70;1488.00;0.00;0.96
119;0;3981.00;10.00;753.00;0.00;1.12
120;0;2358.00;9.70;808.00;0.00;0.28
121;0;4879.00;14.35;68.00;0.00;1.36
122;0;3347.00;10.25;383.00;0.00;1.24
123;0;2530.00;9.70;721.00;0.00;0.20
124;0;245.00;9.70;1835.00;0.00;1.04
125;0;2133.00;9.80;431.00;0.00;1.24
126;0;4577.00;9.70;2025.00;0.00;0.96
127;0;5088.00;9.70;1985.00;0.00;1.24
128;0;5114.00;9.70;825.00;0.00;1.32
129;0;2675.00;10.07;219.00;0.00;1.20
130;0;3316.00;9.70;1589.00;0.00;0.24
131;0;3970.00;9.70;557.00;0.00;1.12
132;0;4153.00;9.70;1646.00;0.00;1.20
133;0;1497.00;9.70;213.00;0.00;1.44
134;0;1590.00;9.70;1470.00;0.00;1.24
135;0;1496.00;9.70;96.00;0.00;1.20
136;0;5164.00;9.70;1700.00;0.00;1.24
137;0;532.00;9.70;1932.00;0.00;1.32
138;0;2613.00;9.70;1254.00;0.00;0.24
139;0;5568.00;9.70;432.00;0.00;1.08
140;0;3673.00;10.00;906.00;0.00;1.68
141;0;4035.00;9.70;1771.00;0.00;1.28
142;0;573.00;9.70;1975.00;0.00;1.68
143;0;2682.00;9.70;1257.00;0.00;0.36
144;0;2737.00;9.70;1568.00;0.00;0.28
145;0;1066.00;9.70;592.00;0.00;1.56
146;0;2753.00;11.05;512.00;0.00;0.40
147;0;1492.00;9.70;728.00;0.00;1.36
148;0;2686.00;9.70;1650.00;0.00;0.28
149;0;4964.00;9.80;920.00;0.00;1.44
150;0;1002.00;9.70;576.00;0.00;1.28
151;0;3757.00;10.47;952.00;0.00;1.36
152;0;4167.00;9.70;447.00;0.00;1.24
153;0;3356.00;11.32;611.00;0.00;1.32
154;0;4098.00;9.70;1525.00;0.00;1.48
155;0;1403.00;9.70;58.00;0.00;1.24
156;0;2894.00;14.45;111.00;0.00;0.80
157;0;478.00;9.70;1952.00;0.00;1.20
158;0;5036.00;10.90;301.00;0.00;1.40
159;0;3115.00;9.70;1113.00;0.00;0.40
160;0;3383.00;9.70;1235.00;0.00;0.28
161;0;4514.00;9.70;200.00;0.00;1.32
162;0;2308.00;9.70;1086.00;0.00;0.24
163;0;942.00;9.70;664.00;0.00;1.24
164;0;4359.00;10.12;744.00;0.00;1.52
165;0;1187.00;9.70;1514.00;0.00;1.52
166;0;3119.00;9.75;619.00;0.00;0.36
167;0;4105.00;10.00;561.00;0.00;1.40
168;0;4743.00;9.70;1829.00;0.00;1.60
169;0;1001.00;9.70;1303.00;0.00;1.32
170;0;420.00;9.70;1690.00;0.00;1.24
171;0;4554.00;9.70;49.00;0.00;1.16
172;0;1359.00;9.70;317.00;0.00;1.20
173;0;1294.00;9.70;161.00;0.00;1.44
174;0;2831.00;9.97;922.00;0.00;0.24
175;0;2600.00;11.42;207.00;0.00;1.28
176;0;3710.00;9.70;46.00;0.00;1.08
177;0;5061.00;9.70;1544.00;0.00;1.56
178;0;2053.00;9.70;969.00;0.00;1.00
179;0;936.00;9.70;1997.00;0.00;1.48
180;0;2562.00;9.70;1230.00;0.00;0.28
181;0;3519.00;10.07;835.00;0.00;1.28
182;0;4575.00;9.70;1486.00;0.00;1.28
183;0;2185.00;9.70;1064.00;0.00;1.16
184;0;5524.99;9.70;1571.00;0.00;1.32
185;0;1720.00;9.70;628.00;0.00;1.12
186;0;2632.00;13.37;108.00;0.00;1.16
187;0;4585.00;9.70;1971.00;0.00;1.48
188;0;3473.00;9.70;897.00;0.00;1.24
189;0;5060.00;9.70;1648.00;0.00;1.20
190;0;456.00;9.70;1637.00;0.00;1.20
191;0;2401.00;9.70;1454.00;0.00;0.32
192;0;3741.00;9.70;1843.00;0.00;1.16
193;0;2446.00;9.70;1355.00;0.00;0.36
194;0;4189.00;9.70;533.00;0.00;1.68
195;0;4093.00;9.70;192.00;0.00;1.32
196;0;4789.00;10.75;346.00;0.00;1.20
197;0;3564.00;9.80;1066.00;0.00;1.52
198;0;2286.00;11.20;176.00;0.00;1.76
199;0;1935.00;9.70;1011.00;0.00;1.12
200;0;2851.00;9.70;1224.00;0.00;0.28
201;0;5094.00;9.70;1100.00;0.00;1.16
202;0;481.00;9.70;1531.00;0.00;1.48
203;0;4583.00;9.70;1565.00;0.00;1.64
204;0;1673.00;9.70;693.00;0.00;1.24
205;0;4442.00;9.70;1501.00;0.00;1.64
206;0;2608.00;9.75;1144.00;0.00;0.36
207;0;5039.00;9.70;1100.00;0.00;1.08
208;0;1219.00;9.70;1477.00;0.00;1.24
209;0;1234.00;9.70;1550.00;0.00;1.24
210;0;4001.00;9.75;879.00;0.00;1.16
211;0;5571.00;9.70;755.00;0.00;1.08
212;0;4523.00;9.70;1458.00;0.00;1.32
213;0;3819.00;9.70;1010.00;0.00;1.28
214;0;3761.00;9.70;292.00;0.00;1.08
215;0;1466.00;9.70;407.00;0.00;1.28
216;0;4137.00;11.15;791.00;0.00;1.24
217;0;2518.00;9.70;617.00;0.00;0.36
218;0;3567.00;10.60;135.00;0.00;1.00
219;0;2612.00;9.70;1404.00;0.00;0.32
220;0;3375.00;9.77;1007.00;0.00;1.16
221;0;1044.00;9.70;1352.00;0.00;1.28
222;0;1684.00;9.70;772.00;0.00;1.48
223;0;994.00;10.37;1441.00;0.00;1.28
224;0;5178.00;11.65;464.00;0.00;1.28
225;0;4871.00;9.70;1970.00;0.00;1.20
226;0;1917.00;9.70;475.00;0.00;1.60
227;0;2647.00;9.70;1012.00;0.00;0.36
228;0;1980.00;9.70;371.00;0.00;1.00
229;0;2565.00;9.70;595.00;0.00;0.24
230;0;4535.00;9.70;689.00;0.00;0.88
231;0;5546.00;9.70;283.00;0.00;1.04
232;0;2918.00;9.70;1543.00;0.00;0.32
233;0;4279.00;9.70;1593.00;0.00;1.40
234;0;5462.00;9.70;1855.00;0.00;1.60
235;0;5135.00;9.70;1789.00;0.00;1.24
236;0;3257.00;9.70;1107.00;0.00;0.32
237;0;3633.00;10.62;34.00;0.00;1.48
238;0;622.00;9.70;2018.00;0.00;1.24
239;0;3209.00;9.70;1544.00;0.00;0.32
240;0;2250.00;10.30;857.00;0.00;0.56
241;0;4814.00;9.70;1675.00;0.00;1.28
242;0;5222.00;11.37;238.00;0.00;1.28
243;0;4497.00;9.70;379.00;0.00;1.12
244;0;4720.00;14.57;14.00;0.00;0.76
245;0;772.00;9.70;2025.00;0.00;1.04
246;0;2642.00;9.70;1259.00;0.00;0.28
247;0;5364.00;9.70;361.00;0.00;1.28
248;0;5033.00;11.85;423.00;0.00;1.56
249;0;5008.00;9.70;808.00;0.00;1.40
250;0;1336.00;9.70;1781.00;0.00;1.08
251;0;5056.00;9.70;840.00;0.00;1.52
252;0;3137.00;9.70;1239.00;0.00;0.32
253;0;4793.00;9.70;1105.00;0.00;1.40
254;0;2969.00;9.70;1054.00;0.00;0.28
255;0;1274.00;9.70;66.00;0.00;1.64
256;0;5239.00;9.77;1028.00;0.00;1.04
257;0;3265.00;10.92;378.00;0.00;1.00
258;0;2676.00;9.70;1433.00;0.00;0.36
259;0;4413.00;9.70;617.00;0.00;1.12
260;0;4983.00;9.70;1451.00;0.00;1.40
261;0;676.00;9.70;1991.00;0.00;1.36
262;0;191.00;9.70;1558.00;0.00;1.28
263;0;4894.00;9.87;367.00;0.00;1.32
264;0;1449.00;9.70;1809.00;0.00;1.12
265;0;3921.00;9.70;450.00;0.00;0.88
266;0;3081.00;10.95;294.00;0.00;0.28
267;0;5142.00;11.70;368.00;0.00;1.48
268;0;5003.00;11.37;91.00;0.00;0.76
269;0;2818.00;9.70;1529.00;0.00;0.32
270;0;4333.00;9.70;1713.00;0.00;1.20
271;0;3626.00;10.17;993.00;0.00;1.28
