0;0;0;0;land;false;unknown;0
1;250;72;205;land;false;plains;1
2;234;191;246;land;false;plains;1
3;224;233;169;land;false;plains;1
4;227;184;94;land;true;plains;1
5;224;233;46;land;false;plains;1
6;163;197;243;land;false;plains;1
7;215;173;251;land;true;plains;1
8;174;196;232;land;false;plains;1
9;114;218;198;land;false;plains;1
10;192;225;99;land;false;plains;1
11;214;105;208;land;false;plains;1
12;224;91;221;land;true;plains;1
13;218;102;181;land;false;plains;1
14;238;81;253;land;true;plains;1
15;149;248;249;land;false;plains;1
16;220;113;200;land;false;plains;1
17;238;212;147;land;false;plains;1
18;65;214;247;land;false;plains;1
19;233;115;250;land;false;plains;1
20;248;216;170;land;false;plains;1
21;237;174;182;land;false;plains;1
22;215;229;188;land;false;plains;1
23;159;218;141;land;false;plains;1
24;161;161;192;land;false;plains;1
25;235;162;162;land;true;plains;1
26;223;184;122;land;true;plains;1
27;180;176;217;land;true;plains;1
28;222;220;204;land;false;plains;1
29;141;228;247;land;false;plains;1
30;231;93;251;land;false;plains;1
31;171;253;193;land;false;plains;1
32;230;247;239;land;false;plains;1
33;232;234;253;land;false;plains;1
34;152;171;249;land;false;plains;1
35;240;227;183;land;false;plains;1
36;159;210;210;land;false;plains;1
37;198;175;143;land;false;plains;1
38;207;147;186;land;false;plains;1
39;185;197;184;land;false;plains;1
40;251;250;12;land;false;plains;1
41;181;128;254;land;false;plains;1
42;217;83;248;land;true;plains;1
43;239;252;191;land;false;plains;1
44;181;252;132;land;false;plains;1
45;158;184;246;land;false;plains;1
46;192;201;176;land;false;plains;1
47;115;182;228;land;false;plains;1
48;185;130;231;land;false;plains;1
49;234;131;206;land;false;plains;1
50;170;231;232;land;false;plains;1
51;172;91;246;land;false;plains;1
52;241;42;224;land;false;plains;1
53;149;243;181;land;false;plains;1
54;193;152;191;land;false;plains;1
55;233;216;165;land;false;plains;1
56;102;211;193;land;false;plains;1
57;149;178;241;land;false;plains;1
58;219;242;54;land;false;plains;1
59;200;169;241;land;false;plains;1
60;177;203;194;land;false;plains;1
61;162;248;187;land;false;plains;1
62;228;73;226;land;false;plains;1
63;194;194;147;land;false;plains;1
64;228;182;215;land;true;plains;1
65;209;154;236;land;false;plains;1
66;195;129;183;land;false;plains;1
67;141;167;218;land;false;plains;1
68;169;208;233;land;false;plains;1
69;205;107;199;land;false;plains;1
70;170;113;229;land;false;plains;1
71;202;232;140;land;false;plains;1
72;163;183;229;land;false;plains;1
73;172;220;254;land;false;plains;1
74;245;234;142;land;false;plains;1
75;232;173;122;land;false;plains;1
76;78;195;240;land;false;plains;1
77;246;219;144;land;false;plains;1
78;252;143;216;land;false;plains;1
79;214;239;63;land;false;plains;1
80;159;154;195;land;false;plains;1
81;202;245;59;land;false;plains;1
82;151;221;148;land;false;plains;1
83;84;163;254;land;false;plains;1
84;42;243;247;land;false;plains;1
85;216;219;173;land;false;plains;1
86;42;253;210;land;false;plains;1
87;140;174;187;land;false;plains;1
88;109;187;224;land;false;plains;1
89;178;134;220;land;false;plains;1
90;185;196;204;land;false;plains;1
91;228;220;156;land;false;plains;1
92;229;209;136;land;false;plains;1
93;222;227;181;land;true;plains;1
94;231;248;240;land;false;plains;1
95;184;232;232;land;false;plains;1
96;200;164;205;land;false;plains;1
97;227;183;181;land;true;plains;1
98;208;246;60;land;false;plains;1
99;171;163;244;land;false;plains;1
100;212;193;162;land;false;plains;1
101;242;78;245;land;false;plains;1
102;156;217;152;land;false;plains;1
103;229;247;25;land;false;plains;1
104;214;203;187;land;false;plains;1
105;182;254;245;land;true;plains;1
106;171;192;166;land;false;plains;1
107;227;189;221;land;false;plains;1
108;178;200;207;land;false;plains;1
109;216;119;171;land;false;plains;1
110;231;163;135;land;false;plains;1
111;240;113;177;land;false;plains;1
112;224;104;203;land;false;plains;1
113;185;183;156;land;false;plains;1
114;187;96;233;land;false;plains;1
115;189;194;222;land;true;plains;1
116;149;234;251;land;false;plains;1
117;252;88;204;land;true;plains;1
118;235;137;181;land;false;plains;1
119;188;222;216;land;false;plains;1
120;147;241;199;land;false;plains;1
121;240;246;156;land;false;plains;1
122;166;216;228;land;true;plains;1
123;235;77;252;land;false;plains;1
124;134;203;211;land;true;plains;1
