1;arms_factory;2774.00;9.70;1691.00;4.46;0
1;arms_factory;2772.00;9.70;1697.00;0.86;0
1;arms_factory;2770.00;9.70;1689.00;6.18;0
1;arms_factory;2763.00;9.70;1688.00;6.01;0
1;arms_factory;2767.00;9.70;1693.00;4.09;0
1;arms_factory;2769.00;9.70;1685.00;2.12;0
1;industrial_complex;2765.00;9.70;1689.00;0.29;0
1;industrial_complex;2772.00;9.70;1692.00;3.72;0
1;industrial_complex;2767.00;9.70;1681.00;0.95;0
1;industrial_complex;2774.00;9.70;1696.00;2.19;0
1;industrial_complex;2772.00;9.70;1701.00;2.17;0
1;industrial_complex;2773.00;9.70;1682.00;1.72;0
1;air_base;2763.00;9.70;1690.00;2.35;0
1;supply_node;2770.00;9.70;1690.00;1.25;0
1;bunker;2766.00;9.70;1687.00;4.70;0
1;stronghold_network;2772.00;9.70;1701.00;2.08;0
1;anti_air_building;2764.00;9.70;1693.00;5.06;0
1;anti_air_building;2768.00;9.70;1683.00;0.48;0
1;anti_air_building;2775.00;9.70;1684.00;5.15;0
1;synthetic_refinery;2767.00;9.70;1691.00;1.55;0
1;fuel_silo;2769.00;9.70;1682.00;2.15;0
1;radar_station;2772.00;9.70;1693.00;3.09;0
1;nuclear_reactor_spawn;2769.00;9.70;1696.00;3.94;0
1;special_project_facility_spawn;2770.00;9.70;1699.00;5.05;0
1;rocket_site_spawn;2772.00;9.70;1683.00;2.64;0
2;arms_factory;721.00;9.70;1649.00;6.18;0
2;arms_factory;551.00;9.70;1628.00;6.01;0
2;arms_factory;565.00;9.70;2015.00;4.09;0
2;arms_factory;514.00;9.70;1549.00;2.12;0
2;arms_factory;320.00;9.70;1539.00;0.29;0
2;arms_factory;405.00;9.70;1792.00;3.72;0
2;industrial_complex;673.00;9.75;1646.00;0.95;0
2;industrial_complex;576.00;9.70;1509.00;2.19;0
2;industrial_complex;236.00;9.70;1604.00;2.17;0
2;industrial_complex;333.00;9.70;1939.00;1.72;0
2;industrial_complex;623.00;9.70;1565.00;2.35;0
2;industrial_complex;343.00;9.70;1729.00;1.10;0
2;air_base;253.00;9.70;1441.00;4.70;0
2;supply_node;585.00;9.70;1683.00;0.73;0
2;supply_node;538.00;9.70;1571.00;4.41;0
2;supply_node;452.00;9.70;1883.00;5.62;0
2;supply_node;245.00;9.70;1835.00;4.92;0
2;supply_node;532.00;9.70;1932.00;1.08;0
2;supply_node;478.00;9.70;1952.00;2.91;0
2;supply_node;420.00;9.70;1690.00;3.09;0
2;supply_node;456.00;9.70;1637.00;5.99;0
2;supply_node;481.00;9.70;1531.00;4.73;0
2;supply_node;191.00;9.70;1558.00;2.16;0
2;supply_node;358.00;9.70;1611.00;3.27;0
2;supply_node;425.00;9.73;1944.00;5.04;0
2;supply_node;180.00;10.20;1505.00;4.65;0
2;supply_node;277.00;9.70;1936.00;5.80;0
2;supply_node;292.00;9.70;1785.00;3.82;0
2;supply_node;514.00;9.70;1989.00;3.22;0
2;supply_node;358.00;9.70;1490.00;0.00;0
2;supply_node;239.00;9.70;1426.00;2.61;0
2;supply_node;615.00;9.70;1485.00;3.53;0
2;supply_node;665.00;9.70;1536.00;5.73;0
2;supply_node;318.00;9.70;1573.00;0.62;0
2;supply_node;407.00;9.70;1592.00;1.48;0
2;supply_node;429.00;9.70;1739.00;4.07;0
2;supply_node;291.00;10.18;1871.00;3.53;0
2;supply_node;334.00;9.70;1825.00;5.72;0
2;supply_node;509.00;9.70;1895.00;3.88;0
2;supply_node;643.00;9.70;1697.00;2.68;0
2;supply_node;307.00;9.70;1434.00;1.20;0
2;supply_node;573.00;9.70;1765.00;3.07;0
2;supply_node;626.00;9.70;1537.00;0.03;0
2;supply_node;670.00;9.70;1756.00;1.22;0
2;supply_node;607.00;9.70;1588.00;2.09;0
2;supply_node;385.00;9.70;1767.00;1.85;0
2;supply_node;427.00;9.70;1498.00;1.68;0
2;supply_node;706.00;9.70;1821.00;0.90;0
2;supply_node;678.00;10.73;1656.00;5.40;0
2;supply_node;353.00;9.70;1718.00;0.91;0
2;supply_node;654.00;9.70;1831.00;5.31;0
2;supply_node;542.00;9.70;1829.00;4.95;0
2;supply_node;303.00;9.70;1983.00;3.09;0
2;supply_node;628.00;9.70;1772.00;5.80;0
2;supply_node;523.00;9.70;1777.00;0.29;0
2;supply_node;381.00;9.70;1862.00;5.86;0
2;supply_node;278.00;9.70;1660.00;4.75;0
2;supply_node;335.00;9.70;1936.00;1.81;0
2;supply_node;671.00;9.70;1595.00;5.31;0
2;supply_node;230.00;9.88;1500.00;4.72;0
2;supply_node;527.00;9.70;1722.00;0.76;0
2;supply_node;474.00;9.70;1807.00;4.46;0
2;supply_node;311.00;9.70;1519.00;5.08;0
2;supply_node;556.00;9.70;1628.00;5.34;0
2;supply_node;602.00;9.70;1818.00;4.07;0
2;supply_node;374.00;9.70;1439.00;0.70;0
2;supply_node;400.00;9.70;1645.00;5.91;0
2;supply_node;138.00;9.70;1574.00;2.62;0
2;supply_node;227.00;9.70;1588.00;5.71;0
2;supply_node;550.00;9.70;1484.00;0.18;0
2;supply_node;133.00;9.70;1510.00;5.18;0
2;supply_node;623.00;9.70;1642.00;5.87;0
2;supply_node;579.00;9.70;1874.00;6.02;0
2;supply_node;450.00;9.70;1458.00;6.21;0
2;supply_node;334.00;9.70;1675.00;0.03;0
2;supply_node;457.00;9.70;1574.00;1.42;0
2;supply_node;496.00;9.70;1486.00;1.32;0
2;supply_node;361.00;9.70;1975.00;2.67;0
2;supply_node;476.00;9.70;1757.00;1.34;0
2;supply_node;391.00;9.70;1911.00;5.45;0
2;supply_node;524.00;9.70;1671.00;5.69;0
2;supply_node;577.00;9.70;1528.00;0.67;0
2;supply_node;383.00;9.70;1546.00;2.69;0
2;supply_node;476.00;9.70;1695.00;1.01;0
2;supply_node;566.00;9.70;2027.00;2.68;0
2;supply_node;264.00;9.70;1544.00;3.20;0
2;supply_node;500.00;9.70;1616.00;1.76;0
2;supply_node;274.00;9.70;1477.00;0.24;0
2;supply_node;177.00;9.70;1453.00;2.77;0
2;supply_node;653.00;9.70;1892.00;3.61;0
2;supply_node;700.00;9.70;1710.00;0.34;0
2;supply_node;337.00;9.70;1887.00;2.83;0
2;supply_node;711.00;9.70;1635.00;5.95;0
2;supply_node;605.00;9.70;1727.00;3.59;0
2;supply_node;429.00;9.70;1838.00;1.13;0
2;supply_node;505.00;9.70;2036.00;1.70;0
2;supply_node;493.00;9.70;1847.00;1.38;0
2;supply_node;284.00;9.70;1824.00;6.13;0
2;supply_node;382.00;9.70;1816.00;3.29;0
2;supply_node;427.00;9.70;1789.00;1.79;0
2;supply_node;340.00;9.70;1780.00;4.78;0
2;supply_node;718.00;9.70;1762.00;1.70;0
2;supply_node;309.00;9.70;1629.00;4.64;0
2;supply_node;270.00;9.70;1602.00;5.11;0
2;supply_node;530.00;9.70;1519.00;5.49;0
2;bunker;312.00;9.70;1447.00;4.32;0
2;bunker;343.00;9.70;1641.00;5.36;0
2;bunker;604.00;9.70;1795.00;3.15;0
2;bunker;463.00;9.70;1745.00;2.12;0
2;bunker;644.00;9.70;1742.00;1.18;0
2;bunker;435.00;9.70;1484.00;1.08;0
2;bunker;455.00;9.70;1800.00;0.96;0
2;bunker;256.00;9.70;1554.00;4.19;0
2;bunker;274.00;9.75;1490.00;5.51;0
2;bunker;711.00;9.70;1795.00;6.17;0
2;bunker;417.00;9.70;1638.00;5.78;0
2;bunker;551.00;9.70;1663.00;1.61;0
2;bunker;429.00;9.70;1696.00;0.46;0
2;bunker;361.00;9.70;1580.00;4.77;0
2;bunker;374.00;9.70;1442.00;3.42;0
2;bunker;304.00;9.70;1924.00;3.81;0
2;bunker;559.00;9.70;1476.00;2.42;0
